Title,Abstract,Cleaned Abstract,Year,Citation Count
OPIEC: An Open Information Extraction Corpus,"Open information extraction (OIE) systems extract relations and their arguments from natural language text in an unsupervised manner. The resulting extractions are a valuable resource for downstream tasks such as knowledge base construction, open question answering, or event schema induction. In this paper, we release, describe, and analyze an OIE corpus called OPIEC, which was extracted from the text of English Wikipedia. OPIEC complements the available OIE resources: It is the largest OIE corpus publicly available to date (over 340M triples) and contains valuable metadata such as provenance information, confidence scores, linguistic annotations, and semantic annotations including spatial and temporal information. We analyze the OPIEC corpus by comparing its content with knowledge bases such as DBpedia or YAGO, which are also based on Wikipedia. We found that most of the facts between entities present in OPIEC cannot be found in DBpedia and/or YAGO, that OIE facts often differ in the level of specificity compared to knowledge base facts, and that OIE open relations are generally highly polysemous. We believe that the OPIEC corpus is a valuable resource for future research on automated knowledge base construction.",open inform extract oie system extract relat argument natur languag text unsupervis manner result extract valuabl resourc downstream task knowledg base construct open question answer event schema induct paper releas describ analyz oie corpu call opiec extract text english wikipedia opiec complement avail oie resourc largest oie corpu publicli avail date tripl contain valuabl metadata proven inform confid score linguist annot semant annot includ spatial tempor inform analyz opiec corpu compar content knowledg base dbpedia yago also base wikipedia found fact entiti present opiec cannot found dbpedia andor yago oie fact often differ level specif compar knowledg base fact oie open relat gener highli polysem believ opiec corpu valuabl resourc futur research autom knowledg base construct,2019,37
Automatic Information Extraction from Piping and Instrumentation Diagrams,"One of the most common modes of representing engineering schematics are Piping and Instrumentation diagrams (P&IDs) that describe the layout of an engineering process flow along with the interconnected process equipment. Over the years, P&ID diagrams have been manually generated, scanned and stored as image files. These files need to be digitized for purposes of inventory management and updation, and easy reference to different components of the schematics. There are several challenging vision problems associated with digitizing real world P&ID diagrams. Real world P&IDs come in several different resolutions, and often contain noisy textual information. Extraction of instrumentation information from these diagrams involves accurate detection of symbols that frequently have minute visual differences between them. Identification of pipelines that may converge and diverge at different points in the image is a further cause for concern. Due to these reasons, to the best of our knowledge, no system has been proposed for end-to-end data extraction from P&ID diagrams. However, with the advent of deep learning and the spectacular successes it has achieved in vision, we hypothesized that it is now possible to re-examine this problem armed with the latest deep learning models. To that end, we present a novel pipeline for information extraction from P&ID sheets via a combination of traditional vision techniques and state-of-the-art deep learning models to identify and isolate pipeline codes, pipelines, inlets and outlets, and for detecting symbols. This is followed by association of the detected components with the appropriate pipeline. The extracted pipeline information is used to populate a tree-like data-structure for capturing the structure of the piping schematics. We evaluated proposed method on a real world dataset of P&ID sheets obtained from an oil firm and have obtained promising results.",one common mode repres engin schemat pipe instrument diagram pid describ layout engin process flow along interconnect process equip year pid diagram manual gener scan store imag file file need digit purpos inventori manag updat easi refer differ compon schemat sever challeng vision problem associ digit real world pid diagram real world pid come sever differ resolut often contain noisi textual inform extract instrument inform diagram involv accur detect symbol frequent minut visual differ identif pipelin may converg diverg differ point imag caus concern due reason best knowledg system propos endtoend data extract pid diagram howev advent deep learn spectacular success achiev vision hypothes possibl reexamin problem arm latest deep learn model end present novel pipelin inform extract pid sheet via combin tradit vision techniqu stateoftheart deep learn model identifi isol pipelin code pipelin inlet outlet detect symbol follow associ detect compon appropri pipelin extract pipelin inform use popul treelik datastructur captur structur pipe schemat evalu propos method real world dataset pid sheet obtain oil firm obtain promis result,2019,46
Identifying Relations for Open Information Extraction,"Open Information Extraction (IE) is the task of extracting assertions from massive corpora without requiring a pre-specified vocabulary. This paper shows that the output of state-of-the-art Open IE systems is rife with uninformative and incoherent extractions. To overcome these problems, we introduce two simple syntactic and lexical constraints on binary relations expressed by verbs. We implemented the constraints in the ReVerb Open IE system, which more than doubles the area under the precision-recall curve relative to previous extractors such as TextRunner and woepos. More than 30% of ReVerb's extractions are at precision 0.8 or higher---compared to virtually none for earlier systems. The paper concludes with a detailed analysis of ReVerb's errors, suggesting directions for future work.",open inform extract ie task extract assert massiv corpus without requir prespecifi vocabulari paper show output stateoftheart open ie system rife uninform incoher extract overcom problem introduc two simpl syntact lexic constraint binari relat express verb implement constraint reverb open ie system doubl area precisionrecal curv rel previou extractor textrunn woepo reverb extract precis highercompar virtual none earlier system paper conclud detail analysi reverb error suggest direct futur work,2011,1394
Survey of Temporal Information Extraction,"Documents contain information that can be used for various applications, such as question answering (QA) system, information retrieval (IR) system, and recommendation system. To use the information, it is necessary to develop a method of extracting such information from the documents written in a form of natural language. There are several kinds of the information (e.g., temporal information, spatial information, semantic role information), where different kinds of information will be extracted with different methods. In this paper, the existing studies about the methods of extracting the temporal information are reported and several related issues are discussed. The issues are about the task boundary of the temporal information extraction, the history of the annotation languages and shared tasks, the research issues, the applications using the temporal information, and evaluation metrics. Although the history of the tasks of temporal information extraction is not long, there have been many studies that tried various methods. This paper gives which approach is known to be the better way of extracting a particular part of the temporal information, and also provides a future research direction.",document contain inform use variou applic question answer qa system inform retriev ir system recommend system use inform necessari develop method extract inform document written form natur languag sever kind inform eg tempor inform spatial inform semant role inform differ kind inform extract differ method paper exist studi method extract tempor inform report sever relat issu discus issu task boundari tempor inform extract histori annot languag share task research issu applic use tempor inform evalu metric although histori task tempor inform extract long mani studi tri variou method paper give approach known better way extract particular part tempor inform also provid futur research direct,2019,18
MinIE: Minimizing Facts in Open Information Extraction,"The goal of Open Information Extraction (OIE) is to extract surface relations and their arguments from natural-language text in an unsupervised, domain-independent manner. In this paper, we propose MinIE, an OIE system that aims to provide useful, compact extractions with high precision and recall. MinIE approaches these goals by (1) representing information about polarity, modality, attribution, and quantities with semantic annotations instead of in the actual extraction, and (2) identifying and removing parts that are considered overly specific. We conducted an experimental study with several real-world datasets and found that MinIE achieves competitive or higher precision and recall than most prior systems, while at the same time producing shorter, semantically enriched extractions.",goal open inform extract oie extract surfac relat argument naturallanguag text unsupervis domainindepend manner paper propos mini oie system aim provid use compact extract high precis recal mini approach goal repres inform polar modal attribut quantiti semant annot instead actual extract identifi remov part consid overli specif conduct experiment studi sever realworld dataset found mini achiev competit higher precis recal prior system time produc shorter semant enrich extract,2017,148
Natural Language Processing for Information Extraction,"With rise of digital age, there is an explosion of information in the form of news, articles, social media, and so on. Much of this data lies in unstructured form and manually managing and effectively making use of it is tedious, boring and labor intensive. This explosion of information and need for more sophisticated and efficient information handling tools gives rise to Information Extraction(IE) and Information Retrieval(IR) technology. Information Extraction systems takes natural language text as input and produces structured information specified by certain criteria, that is relevant to a particular application. Various sub-tasks of IE such as Named Entity Recognition, Coreference Resolution, Named Entity Linking, Relation Extraction, Knowledge Base reasoning forms the building blocks of various high end Natural Language Processing (NLP) tasks such as Machine Translation, Question-Answering System, Natural Language Understanding, Text Summarization and Digital Assistants like Siri, Cortana and Google Now. This paper introduces Information Extraction technology, its various sub-tasks, highlights state-of-the-art research in various IE subtasks, current challenges and future research directions.",rise digit age explos inform form news articl social medium much data lie unstructur form manual manag effect make use tediou bore labor intens explos inform need sophist effici inform handl tool give rise inform extractioni inform retrievalir technolog inform extract system take natur languag text input produc structur inform specifi certain criterion relev particular applic variou subtask ie name entiti recognit corefer resolut name entiti link relat extract knowledg base reason form build block variou high end natur languag process nlp task machin translat questionansw system natur languag understand text summar digit assist like siri cortana googl paper introduc inform extract technolog variou subtask highlight stateoftheart research variou ie subtask current challeng futur research direct,2018,55
A Two-Step Resume Information Extraction Algorithm,"With the rapid growth of Internet-based recruiting, there are a great number of personal resumes among recruiting systems. To gain more attention from the recruiters, most resumes are written in diverse formats, including varying font size, font colour, and table cells. However, the diversity of format is harmful to data mining, such as resume information extraction, automatic job matching, and candidates ranking. Supervised methods and rule-based methods have been proposed to extract facts from resumes, but they strongly rely on hierarchical structure information and large amounts of labelled data, which are hard to collect in reality. In this paper, we propose a two-step resume information extraction approach. In the first step, raw text of resume is identified as different resume blocks. To achieve the goal, we design a novel feature, Writing Style, to model sentence syntax information. Besides word index and punctuation index, word lexical attribute and prediction results of classifiers are included in Writing Style. In the second step, multiple classifiers are employed to identify different attributes of fact information in resumes. Experimental results on a real-world dataset show that the algorithm is feasible and effective.",rapid growth internetbas recruit great number person resum among recruit system gain attent recruit resum written diver format includ vari font size font colour tabl cell howev diver format harm data mine resum inform extract automat job match candid rank supervis method rulebas method propos extract fact resum strongli reli hierarch structur inform larg amount label data hard collect realiti paper propos twostep resum inform extract approach first step raw text resum identifi differ resum block achiev goal design novel featur write style model sentenc syntax inform besid word index punctuat index word lexic attribut predict result classifi includ write style second step multipl classifi employ identifi differ attribut fact inform resum experiment result realworld dataset show algorithm feasibl effect,2018,47
Information extraction and knowledge graph construction from geoscience literature,,,2018,170
Domain Analysis of Information Extraction Techniques,"— In this research, we extant a short outline of Information Extraction, which is also a natural language processing domain that tries to find required information in structured, semi structured and unstructured Data. We draw a taxonomy of information extraction tasks and techniques. The other important thing is that we also extract learning methods like supervised, semi supervised and unsupervised learning and which methods are used in these types of learning. Our domain analysis consists on social media, Biomedical, chemical and unstructured data. There are different tasks included in information extraction which makes this activity more manageable as well as to easy to work in specific domain. We also detect weakness of existing techniques.",research extant short outlin inform extract also natur languag process domain tri find requir inform structur semi structur unstructur data draw taxonomi inform extract task techniqu import thing also extract learn method like supervis semi supervis unsupervis learn method use type learn domain analysi consist social medium biomed chemic unstructur data differ task includ inform extract make activ manag well easi work specif domain also detect weak exist techniqu,2018,42
Answering Complex Questions Using Open Information Extraction,"While there has been substantial progress in factoid question-answering (QA), answering complex questions remains challenging, typically requiring both a large body of knowledge and inference techniques. Open Information Extraction (Open IE) provides a way to generate semi-structured knowledge for QA, but to date such knowledge has only been used to answer simple questions with retrieval-based methods. We overcome this limitation by presenting a method for reasoning with Open IE knowledge, allowing more complex questions to be handled. Using a recently proposed support graph optimization framework for QA, we develop a new inference model for Open IE, in particular one that can work effectively with multiple short facts, noise, and the relational structure of tuples. Our model significantly outperforms a state-of-the-art structured solver on complex questions of varying difficulty, while also removing the reliance on manually curated knowledge.",substanti progress factoid questionansw qa answer complex question remain challeng typic requir larg bodi knowledg infer techniqu open inform extract open ie provid way gener semistructur knowledg qa date knowledg use answer simpl question retrievalbas method overcom limit present method reason open ie knowledg allow complex question handl use recent propos support graph optim framework qa develop new infer model open ie particular one work effect multipl short fact nois relat structur tupl model significantli outperform stateoftheart structur solver complex question vari difficulti also remov relianc manual curat knowledg,2017,111
Hierarchical attention networks for information extraction from cancer pathology reports,"Abstract Objective We explored how a deep learning (DL) approach based on hierarchical attention networks (HANs) can improve model performance for multiple information extraction tasks from unstructured cancer pathology reports compared to conventional methods that do not sufﬁciently capture syntactic and semantic contexts from free-text documents. Materials and Methods Data for our analyses were obtained from 942 deidentiﬁed pathology reports collected by the National Cancer Institute Surveillance, Epidemiology, and End Results program. The HAN was implemented for 2 information extraction tasks: (1) primary site, matched to 12 International Classification of Diseases for Oncology topography codes (7 breast, 5 lung primary sites), and (2) histological grade classiﬁcation, matched to G1–G4. Model performance metrics were compared to conventional machine learning (ML) approaches including naive Bayes, logistic regression, support vector machine, random forest, and extreme gradient boosting, and other DL models, including a recurrent neural network (RNN), a recurrent neural network with attention (RNN w/A), and a convolutional neural network. Results Our results demonstrate that for both information tasks, HAN performed signiﬁcantly better compared to the conventional ML and DL techniques. In particular, across the 2 tasks, the mean micro and macroF-scores for the HAN with pretraining were (0.852,0.708), compared to naive Bayes (0.518, 0.213), logistic regression (0.682, 0.453), support vector machine (0.634, 0.434), random forest (0.698, 0.508), extreme gradient boosting (0.696, 0.522), RNN (0.505, 0.301), RNN w/A (0.637, 0.471), and convolutional neural network (0.714, 0.460). Conclusions HAN-based DL models show promise in information abstraction tasks within unstructured clinical pathology reports.",abstract object explor deep learn dl approach base hierarch attent network han improv model perform multipl inform extract task unstructur cancer patholog report compar convent method sufcient captur syntact semant context freetext document materi method data analys obtain deidenti patholog report collect nation cancer institut surveil epidemiolog end result program han implement inform extract task primari site match intern classif diseas oncolog topographi code breast lung primari site histolog grade classic match gg model perform metric compar convent machin learn ml approach includ naiv bay logist regress support vector machin random forest extrem gradient boost dl model includ recurr neural network rnn recurr neural network attent rnn wa convolut neural network result result demonstr inform task han perform signicantli better compar convent ml dl techniqu particular across task mean micro macrofscor han pretrain compar naiv bay logist regress support vector machin random forest extrem gradient boost rnn rnn wa convolut neural network conclus hanbas dl model show promis inform abstract task within unstructur clinic patholog report,2017,120
Creating a Large Benchmark for Open Information Extraction,"Open information extraction (Open IE) was presented as an unrestricted variant of traditional information extraction. It has been gaining substantial attention, manifested by a large number of automatic Open IE extractors and downstream applications. In spite of this broad attention, the Open IE task deﬁnition has been lacking – there are no formal guidelines and no large scale gold standard annotation. Subsequently, the various implementations of Open IE resorted to small scale post-hoc evaluations, inhibiting an objective and re-producible cross-system comparison. In this work, we develop a methodology that leverages the recent QA-SRL annotation to create a ﬁrst independent and large scale Open IE annotation, 1 and use it to automatically compare the most prominent Open IE systems.",open inform extract open ie present unrestrict variant tradit inform extract gain substanti attent manifest larg number automat open ie extractor downstream applic spite broad attent open ie task denit lack formal guidelin larg scale gold standard annot subsequ variou implement open ie resort small scale posthoc evalu inhibit object reproduc crosssystem comparison work develop methodolog leverag recent qasrl annot creat rst independ larg scale open ie annot use automat compar promin open ie system,2016,140
Open Information Extraction Systems and Downstream Applications,"Open Information Extraction (Open IE) extracts textual tuples comprising relation phrases and argument phrases from within a sentence, without requiring a pre-specified relation vocabulary. In this paper we first describe a decade of our progress on building Open IE extractors, which results in our latest extractor, OPENIE4, which is computationally efficient, outputs n-ary and nested relations, and also outputs relations mediated by nouns in addition to verbs. We also identify several strengths of the Open IE paradigm, which enable it to be a useful intermediate structure for end tasks. We survey its use in both human-facing applications and downstream NLP tasks, including event schema induction, sentence similarity, text comprehension, learning word vector embeddings, and more.",open inform extract open ie extract textual tupl compris relat phrase argument phrase within sentenc without requir prespecifi relat vocabulari paper first describ decad progress build open ie extractor result latest extractor openi comput effici output nari nest relat also output relat mediat noun addit verb also identifi sever strength open ie paradigm enabl use intermedi structur end task survey use humanfac applic downstream nlp task includ event schema induct sentenc similar text comprehens learn word vector embed,2016,191
Semantic NLP-Based Information Extraction from Construction Regulatory Documents for Automated Compliance Checking,"AbstractAutomated regulatory compliance checking requires automated extraction of requirements from regulatory textual documents and their formalization in a computer-processable rule representation. Such information extraction (IE) is a challenging task that requires complex analysis and processing of text. Natural language processing (NLP) aims to enable computers to process natural language text in a human-like manner. This paper proposes a semantic, rule-based NLP approach for automated IE from construction regulatory documents. The proposed approach uses a set of pattern-matching-based IE rules and conflict resolution (CR) rules in IE. A variety of syntactic (syntax/grammar-related) and semantic (meaning/context-related) text features are used in the patterns of the IE and CR rules. Phrase structure grammar (PSG)-based phrasal tags and separation and sequencing of semantic information elements are proposed and used to reduce the number of needed patterns. An ontology is used to aid in the recognition...",abstractautom regulatori complianc check requir autom extract requir regulatori textual document formal computerprocess rule represent inform extract ie challeng task requir complex analysi process text natur languag process nlp aim enabl comput process natur languag text humanlik manner paper propos semant rulebas nlp approach autom ie construct regulatori document propos approach use set patternmatchingbas ie rule conflict resolut cr rule ie varieti syntact syntaxgrammarrel semant meaningcontextrel text featur use pattern ie cr rule phrase structur grammar psgbase phrasal tag separ sequenc semant inform element propos use reduc number need pattern ontolog use aid recognit,2016,221
Improving Information Extraction by Acquiring External Evidence with Reinforcement Learning,"Most successful information extraction systems operate with access to a large collection of documents. In this work, we explore the task of acquiring and incorporating external evidence to improve extraction accuracy in domains where the amount of training data is scarce. This process entails issuing search queries, extraction from new sources and reconciliation of extracted values, which are repeated until sufficient evidence is collected. We approach the problem using a reinforcement learning framework where our model learns to select optimal actions based on contextual information. We employ a deep Q-network, trained to optimize a reward function that reflects extraction accuracy while penalizing extra effort. Our experiments on two databases -- of shooting incidents, and food adulteration cases -- demonstrate that our system significantly outperforms traditional extractors and a competitive meta-classifier baseline.",success inform extract system oper access larg collect document work explor task acquir incorpor extern evid improv extract accuraci domain amount train data scarc process entail issu search queri extract new sourc reconcili extract valu repeat suffici evid collect approach problem use reinforc learn framework model learn select optim action base contextu inform employ deep qnetwork train optim reward function reflect extract accuraci penal extra effort experi two databas shoot incid food adulter case demonstr system significantli outperform tradit extractor competit metaclassifi baselin,2016,149
EliIE: An open-source information extraction system for clinical trial eligibility criteria,"Objective
To develop an open-source information extraction system called Eligibility Criteria Information Extraction (EliIE) for parsing and formalizing free-text clinical research eligibility criteria (EC) following Observational Medical Outcomes Partnership Common Data Model (OMOP CDM) version 5.0.


Materials and Methods
EliIE parses EC in 4 steps: (1) clinical entity and attribute recognition, (2) negation detection, (3) relation extraction, and (4) concept normalization and output structuring. Informaticians and domain experts were recruited to design an annotation guideline and generate a training corpus of annotated EC for 230 Alzheimer's clinical trials, which were represented as queries against the OMOP CDM and included 8008 entities, 3550 attributes, and 3529 relations. A sequence labeling-based method was developed for automatic entity and attribute recognition. Negation detection was supported by NegEx and a set of predefined rules. Relation extraction was achieved by a support vector machine classifier. We further performed terminology-based concept normalization and output structuring.


Results
In task-specific evaluations, the best F1 score for entity recognition was 0.79, and for relation extraction was 0.89. The accuracy of negation detection was 0.94. The overall accuracy for query formalization was 0.71 in an end-to-end evaluation.


Conclusions
This study presents EliIE, an OMOP CDM-based information extraction system for automatic structuring and formalization of free-text EC. According to our evaluation, machine learning-based EliIE outperforms existing systems and shows promise to improve.",object develop opensourc inform extract system call elig criterion inform extract elii par formal freetext clinic research elig criterion ec follow observ medic outcom partnership common data model omop cdm version materi method elii par ec step clinic entiti attribut recognit negat detect relat extract concept normal output structur informatician domain expert recruit design annot guidelin gener train corpu annot ec alzheim clinic trial repres queri omop cdm includ entiti attribut relat sequenc labelingbas method develop automat entiti attribut recognit negat detect support negex set predefin rule relat extract achiev support vector machin classifi perform terminologybas concept normal output structur result taskspecif evalu best f score entiti recognit relat extract accuraci negat detect overal accuraci queri formal endtoend evalu conclus studi present elii omop cdmbase inform extract system automat structur formal freetext ec accord evalu machin learningbas elii outperform exist system show promis improv,2017,101
Characterizing microglia activation: a spatial statistics approach to maximize information extraction,,,2017,258
Weakly supervised learning of biomedical information extraction from curated data,,,2016,209
Scientific Information Extraction with Semi-supervised Neural Tagging,"This paper addresses the problem of extracting keyphrases from scientific articles and categorizing them as corresponding to a task, process, or material. We cast the problem as sequence tagging and introduce semi-supervised methods to a neural tagging model, which builds on recent advances in named entity recognition. Since annotated training data is scarce in this domain, we introduce a graph-based semi-supervised algorithm together with a data selection scheme to leverage unannotated articles. Both inductive and transductive semi-supervised learning strategies outperform state-of-the-art information extraction performance on the 2017 SemEval Task 10 ScienceIE task.",paper address problem extract keyphras scientif articl categor correspond task process materi cast problem sequenc tag introduc semisupervis method neural tag model build recent advanc name entiti recognit sinc annot train data scarc domain introduc graphbas semisupervis algorithm togeth data select scheme leverag unannot articl induct transduct semisupervis learn strategi outperform stateoftheart inform extract perform semev task sciencei task,2017,90
Cultivated land information extraction in UAV imagery based on deep convolutional neural network and transfer learning,,,2017,77
Simple tricks for improving pattern-based information extraction from the biomedical literature,,,2010,1824
Information Extraction in Illicit Web Domains,"Extracting useful entities and attribute values from illicit domains such as human trafficking is a challenging problem with the potential for widespread social impact. Such domains employ atypical language models, have 'long tails' and suffer from the problem of concept drift. In this paper, we propose a lightweight, feature-agnostic Information Extraction (IE) paradigm specifically designed for such domains. Our approach uses raw, unlabeled text from an initial corpus, and a few (12-120) seed annotations per domain-specific attribute, to learn robust IE models for unobserved pages and websites. Empirically, we demonstrate that our approach can outperform feature-centric Conditional Random Field baselines by over 18% F-Measure on five annotated sets of real-world human trafficking datasets in both low-supervision and high-supervision settings. We also show that our approach is demonstrably robust to concept drift, and can be efficiently bootstrapped even in a serial computing environment.",extract use entiti attribut valu illicit domain human traffick challeng problem potenti widespread social impact domain employ atyp languag model long tail suffer problem concept drift paper propos lightweight featureagnost inform extract ie paradigm specif design domain approach use raw unlabel text initi corpu seed annot per domainspecif attribut learn robust ie model unobserv page websit empir demonstr approach outperform featurecentr condit random field baselin fmeasur five annot set realworld human traffick dataset lowsupervis highsupervis set also show approach demonstr robust concept drift effici bootstrap even serial comput environ,2017,35
Waterbody information extraction from remote-sensing images after disasters based on spectral information and characteristic knowledge,"ABSTRACT This article proposes a post-disaster waterbody information extraction method based on spectral information from remote-sensing images and characteristic knowledge that can resist interference from factors such as changes in water quality, waves caused by accelerated water flow, and varying water levels. The method first analyses the display characteristics of waterbodies from remote-sensing images (their spectral characteristics, geometric features, and textural features), forming a decision tree of rules that represent characteristic knowledge for waterbody information extraction. This rule set is added to the various processing stages of waterbody information extraction after disasters to construct a waterbody information extraction model. Second, an object-oriented method is used for image segmentation. A rough initial waterbody information extraction is performed based on spectral information, and then refined based on the characteristic knowledge. Third, noise is eliminated and holes are filled in the images of the refined waterbody information extraction results. Finally, the accuracy of this new waterbody information extraction method is evaluated from both qualitative and quantitative aspects. Accuracy assessments of the experimental results obtained using remote-sensing images from the Wenchuan earthquake and a 2010 flood in Pakistan show that the proposed method is both efficient and accurate at extracting post-disaster waterbody information even when the background is complex.",abstract articl propos postdisast waterbodi inform extract method base spectral inform remotesens imag characterist knowledg resist interfer factor chang water qualiti wave caus acceler water flow vari water level method first analys display characterist waterbodi remotesens imag spectral characterist geometr featur textur featur form decis tree rule repres characterist knowledg waterbodi inform extract rule set ad variou process stage waterbodi inform extract disast construct waterbodi inform extract model second objectori method use imag segment rough initi waterbodi inform extract perform base spectral inform refin base characterist knowledg third nois elimin hole fill imag refin waterbodi inform extract result final accuraci new waterbodi inform extract method evalu qualit quantit aspect accuraci assess experiment result obtain use remotesens imag wenchuan earthquak flood pakistan show propos method effici accur extract postdisast waterbodi inform even background complex,2017,37
Ontology-based automated information extraction from building energy conservation codes,,,2017,114
Snorkel: Fast Training Set Generation for Information Extraction,"State-of-the art machine learning methods such as deep learning rely on large sets of hand-labeled training data. Collecting training data is prohibitively slow and expensive, especially when technical domain expertise is required; even the largest technology companies struggle with this challenge. We address this critical bottleneck with Snorkel, a new system for quickly creating, managing, and modeling training sets. Snorkel enables users to generate large volumes of training data by writing labeling functions, which are simple functions that express heuristics and other weak supervision strategies. These user-authored labeling functions may have low accuracies and may overlap and conflict, but Snorkel automatically learns their accuracies and synthesizes their output labels. Experiments and theory show that surprisingly, by modeling the labeling process in this way, we can train high-accuracy machine learning models even using potentially lower-accuracy inputs. Snorkel is currently used in production at top technology and consulting companies, and used by researchers to extract information from electronic health records, after-action combat reports, and the scientific literature. In this demonstration, we focus on the challenging task of information extraction, a common application of Snorkel in practice. Using the task of extracting corporate employment relationships from news articles, we will demonstrate and build intuition for a radically different way of developing machine learning systems which allows us to effectively bypass the bottleneck of hand-labeling training data.",stateofth art machin learn method deep learn reli larg set handlabel train data collect train data prohibit slow expens especi technic domain expertis requir even largest technolog compani struggl challeng address critic bottleneck snorkel new system quickli creat manag model train set snorkel enabl user gener larg volum train data write label function simpl function express heurist weak supervis strategi userauthor label function may low accuraci may overlap conflict snorkel automat learn accuraci synthes output label experi theori show surprisingli model label process way train highaccuraci machin learn model even use potenti loweraccuraci input snorkel current use product top technolog consult compani use research extract inform electron health record afteract combat report scientif literatur demonstr focu challeng task inform extract common applic snorkel practic use task extract corpor employ relationship news articl demonstr build intuit radic differ way develop machin learn system allow u effect bypass bottleneck handlabel train data,2017,85
Odin’s Runes: A Rule Language for Information Extraction,"Odin is an information extraction framework that applies cascades of finite state automata over both surface text and syntactic dependency graphs. Support for syntactic patterns allow us to concisely define relations that are otherwise difficult to express in languages such as Common Pattern Specification Language (CPSL), which are currently limited to shallow linguistic features. The interaction of lexical and syntactic automata provides robustness and flexibility when writing extraction rules. This paper describes Odin’s declarative language for writing these cascaded automata.",odin inform extract framework appli cascad finit state automaton surfac text syntact depend graph support syntact pattern allow u concis defin relat otherwis difficult express languag common pattern specif languag cpsl current limit shallow linguist featur interact lexic syntact automaton provid robust flexibl write extract rule paper describ odin declar languag write cascad automaton,2016,43
Applying Information Extraction for Patent Structure Analysis,"Patent engineers are spending significant time analyzing patent claim structures to grasp the range of technology covered or to compare similar patents in the same patent family. Though patent claims are the most important section in a patent, it is hard for a human to examine them. In this paper, we propose an information-extraction-based technique to grasp the patent claim structure. We confirmed that our approach is promising through empirical evaluation of entity mention extraction and the relation extraction method. We also built a preliminary interface to visualize patent structures, compare patents, and search similar patents.",patent engin spend signific time analyz patent claim structur grasp rang technolog cover compar similar patent patent famili though patent claim import section patent hard human examin paper propos informationextractionbas techniqu grasp patent claim structur confirm approach promis empir evalu entiti mention extract relat extract method also built preliminari interfac visual patent structur compar patent search similar patent,2017,27
Learning for Biomedical Information Extraction: Methodological Review of Recent Advances,"Biomedical information extraction (BioIE) is important to many applications, including clinical decision support, integrative biology, and pharmacovigilance, and therefore it has been an active research. Unlike existing reviews covering a holistic view on BioIE, this review focuses on mainly recent advances in learning based approaches, by systematically summarizing them into different aspects of methodological development. In addition, we dive into open information extraction and deep learning, two emerging and influential techniques and envision next generation of BioIE.",biomed inform extract bioie import mani applic includ clinic decis support integr biolog pharmacovigil therefor activ research unlik exist review cover holist view bioie review focus mainli recent advanc learn base approach systemat summar differ aspect methodolog develop addit dive open inform extract deep learn two emerg influenti techniqu envis next gener bioie,2016,60
Overview of ImageCLEF 2017: Information Extraction from Images,,,2017,70
A hybrid ontology-based information extraction system,"Information Extraction is the process of automatically obtaining knowledge from plain text. Because of the ambiguity of written natural language, Information Extraction is a difficult task. Ontology-based Information Extraction (OBIE) reduces this complexity by including contextual information in the form of a domain ontology. The ontology provides guidance to the extraction process by providing concepts and relationships about the domain. However, OBIE systems have not been widely adopted because of the difficulties in deployment and maintenance. The Ontology-based Components for Information Extraction (OBCIE) architecture has been proposed as a form to encourage the adoption of OBIE by promoting reusability through modularity. In this paper, we propose two orthogonal extensions to OBCIE that allow the construction of hybrid OBIE systems with higher extraction accuracy and a new functionality. The first extension utilizes OBCIE modularity to integrate different types of implementation into one extraction system, producing a more accurate extraction. For each concept or relationship in the ontology, we can select the best implementation for extraction, or we can combine both implementations under an ensemble learning schema. The second extension is a novel ontology-based error detection mechanism. Following a heuristic approach, we can identify sentences that are logically inconsistent with the domain ontology. Because the implementation strategy for the extraction of a concept is independent of the functionality of the extraction, we can design a hybrid OBIE system with concepts utilizing different implementation strategies for extracting correct or incorrect sentences. Our evaluation shows that, in the implementation extension, our proposed method is more accurate in terms of correctness and completeness of the extraction. Moreover, our error detection method can identify incorrect statements with a high accuracy.",inform extract process automat obtain knowledg plain text ambigu written natur languag inform extract difficult task ontologybas inform extract obi reduc complex includ contextu inform form domain ontolog ontolog provid guidanc extract process provid concept relationship domain howev obi system wide adopt difficulti deploy mainten ontologybas compon inform extract obci architectur propos form encourag adopt obi promot reusabl modular paper propos two orthogon extens obci allow construct hybrid obi system higher extract accuraci new function first extens util obci modular integr differ type implement one extract system produc accur extract concept relationship ontolog select best implement extract combin implement ensembl learn schema second extens novel ontologybas error detect mechan follow heurist approach identifi sentenc logic inconsist domain ontolog implement strategi extract concept independ function extract design hybrid obi system concept util differ implement strategi extract correct incorrect sentenc evalu show implement extens propos method accur term correct complet extract moreov error detect method identifi incorrect statement high accuraci,2016,29
Information Extraction,,,2019,0
Information extraction from multi-institutional radiology reports,,,2016,93
Nested Propositions in Open Information Extraction,",",,2016,57
